shipment_id,order_id,carrier,distance_km,shipping_cost,delivery_time_days,promised_days,delivery_status
SHP_ORD_01390,ORD_01390,BlueDart,448.36,1194.21,5,4,Late
SHP_ORD_01391,ORD_01391,FedEx,445.74,2105.06,4,4,On-Time
SHP_ORD_01392,ORD_01392,BlueDart,120.93,455.97,2,2,On-Time
SHP_ORD_01393,ORD_01393,FedEx,1318.83,4339.04,3,3,On-Time
SHP_ORD_01394,ORD_01394,DTDC,203.44,822.07,4,4,On-Time
SHP_ORD_01395,ORD_01395,Delhivery,1210.55,4740.44,3,3,On-Time
SHP_ORD_01396,ORD_01396,FedEx,312.75,1555.65,4,4,On-Time
SHP_ORD_01397,ORD_01397,BlueDart,532.89,2639.73,1,1,On-Time
SHP_ORD_01398,ORD_01398,DTDC,1900.90,7732.03,1,1,On-Time
SHP_ORD_01399,ORD_01399,Delhivery,109.72,366.38,1,1,On-Time
SHP_ORD_01400,ORD_01400,BlueDart,1423.09,3925.71,4,4,On-Time
SHP_ORD_01401,ORD_01401,Delhivery,628.05,3015.06,3,3,On-Time
SHP_ORD_01402,ORD_01402,DTDC,554.69,1917.62,1,1,On-Time
SHP_ORD_01403,ORD_01403,BlueDart,124.10,337.47,2,2,On-Time
SHP_ORD_01404,ORD_01404,BlueDart,58.36,152.63,1,1,On-Time
SHP_ORD_01405,ORD_01405,BlueDart,1221.69,5165.90,3,3,On-Time
SHP_ORD_01406,ORD_01406,FedEx,1339.11,5844.03,1,1,On-Time
SHP_ORD_01407,ORD_01407,BlueDart,502.50,1783.13,3,3,On-Time
SHP_ORD_01408,ORD_01408,FedEx,754.56,3205.73,4,4,On-Time
SHP_ORD_01409,ORD_01409,BlueDart,1467.29,6255.09,4,4,On-Time
SHP_ORD_01410,ORD_01410,BlueDart,415.80,1364.44,3,3,On-Time
SHP_ORD_01411,ORD_01411,FedEx,651.42,1872.34,3,3,On-Time
SHP_ORD_01412,ORD_01412,BlueDart,187.56,829.81,3,3,On-Time
SHP_ORD_01413,ORD_01413,DTDC,280.24,781.93,4,4,On-Time
SHP_ORD_01414,ORD_01414,DTDC,256.47,1242.36,2,2,On-Time
SHP_ORD_01415,ORD_01415,FedEx,1475.07,7350.84,3,3,On-Time
SHP_ORD_01416,ORD_01416,BlueDart,389.14,1318.50,3,3,On-Time
SHP_ORD_01417,ORD_01417,FedEx,947.74,2921.59,2,2,On-Time
SHP_ORD_01418,ORD_01418,BlueDart,988.69,3741.57,3,3,On-Time
SHP_ORD_01419,ORD_01419,BlueDart,363.75,1364.63,2,2,On-Time
SHP_ORD_01420,ORD_01420,BlueDart,1203.27,3977.36,1,1,On-Time
SHP_ORD_01421,ORD_01421,FedEx,492.97,1473.87,5,3,Late
SHP_ORD_01422,ORD_01422,Delhivery,1698.17,5938.73,1,1,On-Time
SHP_ORD_01423,ORD_01423,DTDC,222.67,674.49,1,1,On-Time
SHP_ORD_01424,ORD_01424,FedEx,708.29,3062.90,2,2,On-Time
SHP_ORD_01425,ORD_01425,Delhivery,577.13,1969.59,2,2,On-Time
SHP_ORD_01426,ORD_01426,BlueDart,1363.11,4332.72,2,2,On-Time
SHP_ORD_01427,ORD_01427,DTDC,631.06,1840.59,4,4,On-Time
SHP_ORD_01428,ORD_01428,BlueDart,569.81,2742.64,3,3,On-Time
SHP_ORD_01429,ORD_01429,DTDC,183.93,798.41,4,4,On-Time
SHP_ORD_01430,ORD_01430,BlueDart,1646.90,7631.29,1,1,On-Time
SHP_ORD_01431,ORD_01431,BlueDart,405.21,1810.20,4,4,On-Time
SHP_ORD_01432,ORD_01432,Delhivery,1948.45,9091.95,2,2,On-Time
SHP_ORD_01433,ORD_01433,Delhivery,130.27,417.88,5,3,Late
SHP_ORD_01434,ORD_01434,FedEx,1423.67,7008.88,1,1,On-Time
SHP_ORD_01435,ORD_01435,Delhivery,1572.85,6749.60,5,3,Late
SHP_ORD_01436,ORD_01436,BlueDart,832.54,3215.19,5,3,Late
SHP_ORD_01437,ORD_01437,DTDC,300.65,1235.80,4,4,On-Time
SHP_ORD_01438,ORD_01438,BlueDart,1903.84,7748.91,2,2,On-Time
SHP_ORD_01439,ORD_01439,DTDC,694.72,2981.08,3,3,On-Time
SHP_ORD_01440,ORD_01440,FedEx,275.36,696.45,2,2,On-Time
SHP_ORD_01441,ORD_01441,Delhivery,532.69,2226.33,5,3,Late
SHP_ORD_01442,ORD_01442,Delhivery,1995.86,5390.50,3,3,On-Time
SHP_ORD_01443,ORD_01443,Delhivery,153.82,736.92,1,1,On-Time
SHP_ORD_01444,ORD_01444,FedEx,63.35,215.82,3,3,On-Time
SHP_ORD_01445,ORD_01445,DTDC,1007.44,4974.10,1,1,On-Time
SHP_ORD_01446,ORD_01446,BlueDart,1314.20,4157.92,4,4,On-Time
SHP_ORD_01447,ORD_01447,DTDC,1949.12,9424.34,1,1,On-Time
SHP_ORD_01448,ORD_01448,FedEx,231.65,973.82,4,4,On-Time
SHP_ORD_01449,ORD_01449,DTDC,465.03,1602.67,4,4,On-Time
SHP_ORD_01450,ORD_01450,Delhivery,1986.04,7187.58,4,4,On-Time
SHP_ORD_01451,ORD_01451,DTDC,1429.84,6179.67,3,3,On-Time
SHP_ORD_01452,ORD_01452,BlueDart,1830.00,6082.30,3,3,On-Time
SHP_ORD_01453,ORD_01453,Delhivery,97.93,330.24,1,1,On-Time
SHP_ORD_01454,ORD_01454,FedEx,179.45,794.60,4,2,Late
SHP_ORD_01455,ORD_01455,FedEx,132.20,331.05,3,2,Late
SHP_ORD_01456,ORD_01456,FedEx,1486.93,6269.01,4,4,On-Time
SHP_ORD_01457,ORD_01457,BlueDart,281.81,931.27,1,1,On-Time
SHP_ORD_01458,ORD_01458,DTDC,1220.52,5267.58,1,1,On-Time
SHP_ORD_01459,ORD_01459,Delhivery,1507.48,6954.37,3,3,On-Time
SHP_ORD_01460,ORD_01460,BlueDart,168.61,807.99,2,2,On-Time
SHP_ORD_01461,ORD_01461,DTDC,220.57,661.93,1,1,On-Time
SHP_ORD_01462,ORD_01462,BlueDart,911.02,2325.65,3,1,Late
SHP_ORD_01463,ORD_01463,DTDC,493.79,1376.86,4,4,On-Time
SHP_ORD_01464,ORD_01464,DTDC,1471.45,7263.33,4,4,On-Time
SHP_ORD_01465,ORD_01465,BlueDart,1767.47,6892.78,4,4,On-Time
SHP_ORD_01466,ORD_01466,FedEx,1219.46,5595.65,4,2,Late
SHP_ORD_01467,ORD_01467,Delhivery,1465.06,4168.52,2,2,On-Time
SHP_ORD_01468,ORD_01468,FedEx,1721.20,5312.86,3,1,Late
SHP_ORD_01469,ORD_01469,Delhivery,1289.38,3716.25,4,4,On-Time
SHP_ORD_01470,ORD_01470,FedEx,1453.49,4388.13,4,4,On-Time
SHP_ORD_01471,ORD_01471,Delhivery,1669.39,6137.25,3,3,On-Time
SHP_ORD_01472,ORD_01472,BlueDart,589.09,2177.45,1,1,On-Time
SHP_ORD_01473,ORD_01473,Delhivery,1898.03,8830.19,4,4,On-Time
SHP_ORD_01474,ORD_01474,Delhivery,1649.42,4426.02,3,3,On-Time
SHP_ORD_01475,ORD_01475,FedEx,421.90,1244.60,2,2,On-Time
SHP_ORD_01476,ORD_01476,Delhivery,1221.69,3085.49,4,4,On-Time
SHP_ORD_01477,ORD_01477,BlueDart,1370.65,4502.79,2,2,On-Time
SHP_ORD_01478,ORD_01478,DTDC,993.52,4038.29,4,4,On-Time
SHP_ORD_01479,ORD_01479,BlueDart,1977.09,8348.34,3,3,On-Time
SHP_ORD_01480,ORD_01480,FedEx,1812.30,7986.15,3,3,On-Time
SHP_ORD_01481,ORD_01481,FedEx,1089.06,5312.07,1,1,On-Time
SHP_ORD_01482,ORD_01482,BlueDart,689.65,2613.36,3,3,On-Time
SHP_ORD_01483,ORD_01483,FedEx,1537.57,5857.34,4,4,On-Time
SHP_ORD_01484,ORD_01484,DTDC,1462.21,7142.51,2,2,On-Time
SHP_ORD_01485,ORD_01485,Delhivery,1992.30,6795.19,3,1,Late
SHP_ORD_01486,ORD_01486,FedEx,999.16,3272.72,4,4,On-Time
SHP_ORD_01487,ORD_01487,BlueDart,443.11,1632.89,4,4,On-Time
SHP_ORD_01488,ORD_01488,Delhivery,1829.44,5490.67,3,3,On-Time
SHP_ORD_01489,ORD_01489,FedEx,654.22,2631.94,1,1,On-Time
SHP_ORD_01490,ORD_01490,FedEx,236.19,1075.79,3,3,On-Time
SHP_ORD_01491,ORD_01491,BlueDart,1309.71,6059.70,4,4,On-Time
SHP_ORD_01492,ORD_01492,Delhivery,1160.20,3393.17,1,1,On-Time
SHP_ORD_01493,ORD_01493,DTDC,623.47,1771.23,3,3,On-Time
SHP_ORD_01494,ORD_01494,FedEx,1138.87,4482.36,4,4,On-Time
SHP_ORD_01495,ORD_01495,DTDC,1343.55,4390.43,1,1,On-Time
SHP_ORD_01496,ORD_01496,DTDC,1328.37,6107.68,1,1,On-Time
SHP_ORD_01497,ORD_01497,DTDC,726.44,3527.13,1,1,On-Time
SHP_ORD_01498,ORD_01498,DTDC,1839.10,6286.11,2,2,On-Time
SHP_ORD_01499,ORD_01499,BlueDart,1960.14,9771.57,3,3,On-Time
SHP_ORD_01500,ORD_01500,Delhivery,1770.83,7946.86,3,3,On-Time
SHP_ORD_01501,ORD_01501,DTDC,381.86,1739.30,2,2,On-Time
SHP_ORD_01502,ORD_01502,FedEx,1196.84,4399.44,1,1,On-Time
SHP_ORD_01503,ORD_01503,Delhivery,607.29,1646.03,4,4,On-Time
SHP_ORD_01504,ORD_01504,Delhivery,1043.88,4271.07,3,3,On-Time
SHP_ORD_01505,ORD_01505,FedEx,293.29,1031.93,3,2,Late
SHP_ORD_01506,ORD_01506,BlueDart,1557.79,7495.31,4,4,On-Time
SHP_ORD_01507,ORD_01507,DTDC,1167.01,5220.83,5,4,Late
SHP_ORD_01508,ORD_01508,Delhivery,1628.56,6605.05,4,4,On-Time
SHP_ORD_01509,ORD_01509,BlueDart,1011.79,2678.68,2,2,On-Time
SHP_ORD_01510,ORD_01510,DTDC,1452.81,6402.69,4,4,On-Time
SHP_ORD_01511,ORD_01511,FedEx,780.98,3028.86,5,4,Late
SHP_ORD_01512,ORD_01512,FedEx,559.84,1923.34,4,3,Late
SHP_ORD_01513,ORD_01513,Delhivery,1997.54,9012.47,1,1,On-Time
SHP_ORD_01514,ORD_01514,FedEx,643.95,2211.21,3,3,On-Time
SHP_ORD_01515,ORD_01515,FedEx,1467.08,4881.26,3,3,On-Time
SHP_ORD_01516,ORD_01516,Delhivery,362.38,1796.53,1,1,On-Time
SHP_ORD_01517,ORD_01517,BlueDart,1637.28,6178.92,2,2,On-Time
SHP_ORD_01518,ORD_01518,BlueDart,1480.93,5554.32,5,3,Late
SHP_ORD_01519,ORD_01519,FedEx,353.62,1209.32,1,1,On-Time
SHP_ORD_01520,ORD_01520,DTDC,945.20,3097.39,4,4,On-Time
SHP_ORD_01521,ORD_01521,DTDC,890.65,3547.51,4,4,On-Time
SHP_ORD_01522,ORD_01522,FedEx,512.84,1440.74,2,2,On-Time
SHP_ORD_01523,ORD_01523,BlueDart,512.82,1539.37,4,4,On-Time
SHP_ORD_01524,ORD_01524,DTDC,1991.47,9421.46,2,2,On-Time
SHP_ORD_01525,ORD_01525,FedEx,1291.03,4221.19,4,2,Late
SHP_ORD_01526,ORD_01526,FedEx,1214.12,3177.63,3,3,On-Time
SHP_ORD_01527,ORD_01527,FedEx,877.70,4163.68,1,1,On-Time
SHP_ORD_01528,ORD_01528,DTDC,1031.01,4734.92,4,4,On-Time
SHP_ORD_01529,ORD_01529,Delhivery,1006.08,4509.88,4,4,On-Time
SHP_ORD_01530,ORD_01530,FedEx,1361.29,3704.49,4,4,On-Time
SHP_ORD_01531,ORD_01531,BlueDart,866.31,4143.07,4,4,On-Time
SHP_ORD_01532,ORD_01532,DTDC,148.49,445.71,3,2,Late
SHP_ORD_01533,ORD_01533,BlueDart,482.68,1680.08,4,4,On-Time
SHP_ORD_01534,ORD_01534,Delhivery,842.27,3921.07,2,2,On-Time
SHP_ORD_01535,ORD_01535,Delhivery,1766.60,7475.85,3,1,Late
SHP_ORD_01536,ORD_01536,FedEx,1216.87,4248.42,4,4,On-Time
SHP_ORD_01537,ORD_01537,Delhivery,371.52,1796.41,4,3,Late
SHP_ORD_01538,ORD_01538,DTDC,1248.29,5674.43,1,1,On-Time
SHP_ORD_01539,ORD_01539,DTDC,1824.29,7604.62,4,4,On-Time
SHP_ORD_01540,ORD_01540,FedEx,1024.24,4044.32,5,4,Late
SHP_ORD_01541,ORD_01541,Delhivery,1165.83,4240.43,3,3,On-Time
SHP_ORD_01542,ORD_01542,DTDC,1958.10,5715.93,3,1,Late
SHP_ORD_01543,ORD_01543,Delhivery,89.45,320.10,4,2,Late
SHP_ORD_01544,ORD_01544,Delhivery,149.75,540.34,4,4,On-Time
SHP_ORD_01545,ORD_01545,DTDC,606.10,2407.34,3,2,Late
SHP_ORD_01546,ORD_01546,DTDC,188.99,569.62,3,3,On-Time
SHP_ORD_01547,ORD_01547,DTDC,809.76,3821.10,2,2,On-Time
SHP_ORD_01548,ORD_01548,Delhivery,1518.50,7516.04,1,1,On-Time
SHP_ORD_01549,ORD_01549,DTDC,1612.63,5152.12,3,3,On-Time
SHP_ORD_01550,ORD_01550,BlueDart,965.14,3217.59,2,2,On-Time
SHP_ORD_01551,ORD_01551,DTDC,1249.21,4949.68,1,1,On-Time
SHP_ORD_01552,ORD_01552,Delhivery,1915.02,7517.64,1,1,On-Time
SHP_ORD_01553,ORD_01553,FedEx,872.92,3213.32,2,2,On-Time
SHP_ORD_01554,ORD_01554,DTDC,1803.30,8071.69,3,1,Late
SHP_ORD_01555,ORD_01555,FedEx,1682.55,5348.63,4,4,On-Time
SHP_ORD_01556,ORD_01556,BlueDart,1472.74,7062.83,1,1,On-Time
SHP_ORD_01557,ORD_01557,DTDC,1461.57,4211.40,3,2,Late
SHP_ORD_01558,ORD_01558,FedEx,785.84,3291.23,1,1,On-Time
SHP_ORD_01559,ORD_01559,FedEx,1184.76,3243.22,5,3,Late
SHP_ORD_01560,ORD_01560,Delhivery,1258.26,4660.26,4,4,On-Time
SHP_ORD_01561,ORD_01561,BlueDart,1608.91,4368.80,1,1,On-Time
SHP_ORD_01562,ORD_01562,DTDC,1974.03,9449.08,1,1,On-Time
SHP_ORD_01563,ORD_01563,DTDC,1866.49,9226.47,2,2,On-Time
SHP_ORD_01564,ORD_01564,BlueDart,376.74,1235.72,1,1,On-Time
SHP_ORD_01565,ORD_01565,BlueDart,328.64,1048.80,2,2,On-Time
SHP_ORD_01566,ORD_01566,Delhivery,201.53,527.16,1,1,On-Time
SHP_ORD_01567,ORD_01567,Delhivery,216.27,773.17,4,4,On-Time
SHP_ORD_01568,ORD_01568,BlueDart,214.49,1032.80,4,4,On-Time
SHP_ORD_01569,ORD_01569,BlueDart,280.07,979.84,2,2,On-Time
SHP_ORD_01570,ORD_01570,Delhivery,1655.34,4392.76,4,3,Late
SHP_ORD_01571,ORD_01571,DTDC,104.04,322.82,2,2,On-Time
SHP_ORD_01572,ORD_01572,FedEx,617.08,2732.76,1,1,On-Time
SHP_ORD_01573,ORD_01573,FedEx,861.80,3786.14,4,4,On-Time
SHP_ORD_01574,ORD_01574,BlueDart,1889.19,6754.87,2,2,On-Time
SHP_ORD_01575,ORD_01575,DTDC,85.75,309.05,1,1,On-Time
SHP_ORD_01576,ORD_01576,Delhivery,1763.67,7283.18,1,1,On-Time
SHP_ORD_01577,ORD_01577,FedEx,1668.94,7774.95,4,4,On-Time
SHP_ORD_01578,ORD_01578,FedEx,1587.17,4168.79,3,3,On-Time
SHP_ORD_01579,ORD_01579,Delhivery,1965.77,6074.92,4,4,On-Time
SHP_ORD_01580,ORD_01580,DTDC,643.12,1791.27,2,2,On-Time
SHP_ORD_01581,ORD_01581,FedEx,529.90,1454.84,1,1,On-Time
SHP_ORD_01582,ORD_01582,DTDC,96.30,370.46,1,1,On-Time
SHP_ORD_01583,ORD_01583,FedEx,1416.73,5146.90,2,2,On-Time
SHP_ORD_01584,ORD_01584,BlueDart,73.73,232.63,4,4,On-Time
SHP_ORD_01585,ORD_01585,FedEx,206.99,972.67,2,1,Late
SHP_ORD_01586,ORD_01586,DTDC,800.56,2692.84,3,3,On-Time
SHP_ORD_01587,ORD_01587,BlueDart,179.15,584.75,2,2,On-Time
SHP_ORD_01588,ORD_01588,BlueDart,1567.82,5642.75,5,3,Late
SHP_ORD_01589,ORD_01589,DTDC,834.86,3164.82,1,1,On-Time
SHP_ORD_01590,ORD_01590,DTDC,1533.07,4367.47,3,2,Late
SHP_ORD_01591,ORD_01591,DTDC,1011.97,3301.09,3,3,On-Time
SHP_ORD_01592,ORD_01592,BlueDart,764.69,2951.22,3,3,On-Time
SHP_ORD_01593,ORD_01593,Delhivery,1253.06,4143.22,4,4,On-Time
SHP_ORD_01594,ORD_01594,Delhivery,259.79,967.03,4,4,On-Time
SHP_ORD_01595,ORD_01595,Delhivery,1466.81,6908.04,4,4,On-Time
SHP_ORD_01596,ORD_01596,BlueDart,1971.54,5003.99,4,4,On-Time
SHP_ORD_01597,ORD_01597,Delhivery,295.01,857.16,4,2,Late
SHP_ORD_01598,ORD_01598,Delhivery,625.05,3103.94,3,3,On-Time
SHP_ORD_01599,ORD_01599,Delhivery,537.53,1731.93,2,2,On-Time
SHP_ORD_01600,ORD_01600,FedEx,1751.56,5445.36,3,3,On-Time
SHP_ORD_01601,ORD_01601,Delhivery,558.29,1547.38,2,2,On-Time
SHP_ORD_01602,ORD_01602,Delhivery,1556.46,7616.65,1,1,On-Time
SHP_ORD_01603,ORD_01603,DTDC,1388.86,6069.12,4,4,On-Time
SHP_ORD_01604,ORD_01604,BlueDart,1782.30,5501.38,4,4,On-Time
SHP_ORD_01605,ORD_01605,BlueDart,193.98,677.51,3,3,On-Time
SHP_ORD_01606,ORD_01606,BlueDart,1659.80,4748.55,2,2,On-Time
SHP_ORD_01607,ORD_01607,BlueDart,1765.28,7819.71,3,3,On-Time
SHP_ORD_01608,ORD_01608,FedEx,683.49,2619.96,4,2,Late
SHP_ORD_01609,ORD_01609,BlueDart,1260.25,5063.33,3,3,On-Time
SHP_ORD_01610,ORD_01610,DTDC,1815.55,5246.15,2,2,On-Time
SHP_ORD_01611,ORD_01611,FedEx,200.14,788.72,3,3,On-Time
SHP_ORD_01612,ORD_01612,DTDC,931.98,4012.58,3,3,On-Time
SHP_ORD_01613,ORD_01613,Delhivery,263.45,1309.45,1,1,On-Time
SHP_ORD_01614,ORD_01614,DTDC,253.00,819.85,3,1,Late
SHP_ORD_01615,ORD_01615,Delhivery,1459.37,6260.42,2,2,On-Time
SHP_ORD_01616,ORD_01616,BlueDart,1002.81,3467.01,2,2,On-Time
SHP_ORD_01617,ORD_01617,BlueDart,1229.57,4596.48,3,3,On-Time
SHP_ORD_01618,ORD_01618,Delhivery,795.01,2089.76,2,2,On-Time
SHP_ORD_01619,ORD_01619,Delhivery,1505.91,6494.90,2,2,On-Time
SHP_ORD_01620,ORD_01620,Delhivery,1518.93,4467.56,3,2,Late
SHP_ORD_01621,ORD_01621,FedEx,172.14,642.90,1,1,On-Time
SHP_ORD_01622,ORD_01622,DTDC,1655.66,7315.51,4,4,On-Time
SHP_ORD_01623,ORD_01623,DTDC,1579.88,4141.31,1,1,On-Time
SHP_ORD_01624,ORD_01624,FedEx,1131.93,3976.96,1,1,On-Time
SHP_ORD_01625,ORD_01625,DTDC,1346.77,4406.98,4,4,On-Time
SHP_ORD_01626,ORD_01626,DTDC,1540.58,5867.49,2,2,On-Time
SHP_ORD_01627,ORD_01627,FedEx,381.74,1572.46,2,1,Late
SHP_ORD_01628,ORD_01628,DTDC,483.68,1857.16,3,3,On-Time
SHP_ORD_01629,ORD_01629,DTDC,709.61,3523.66,2,2,On-Time
SHP_ORD_01630,ORD_01630,DTDC,847.42,3907.48,3,3,On-Time
SHP_ORD_01631,ORD_01631,DTDC,858.18,3539.47,2,2,On-Time
SHP_ORD_01632,ORD_01632,FedEx,1611.40,7878.96,3,3,On-Time
SHP_ORD_01633,ORD_01633,DTDC,1679.22,7719.95,3,3,On-Time
SHP_ORD_01634,ORD_01634,FedEx,332.49,916.46,3,3,On-Time
SHP_ORD_01635,ORD_01635,Delhivery,25.24,81.45,4,4,On-Time
SHP_ORD_01636,ORD_01636,Delhivery,1352.61,5311.72,2,1,Late
SHP_ORD_01637,ORD_01637,Delhivery,427.02,1698.53,3,3,On-Time
SHP_ORD_01638,ORD_01638,DTDC,1321.71,6567.26,3,1,Late
SHP_ORD_01639,ORD_01639,Delhivery,933.12,4637.84,4,4,On-Time
SHP_ORD_01640,ORD_01640,Delhivery,1732.42,7714.95,6,4,Late
SHP_ORD_01641,ORD_01641,FedEx,1863.34,8703.43,4,4,On-Time
SHP_ORD_01642,ORD_01642,FedEx,1869.20,6227.71,6,4,Late
SHP_ORD_01643,ORD_01643,Delhivery,1446.87,4866.61,3,3,On-Time
SHP_ORD_01644,ORD_01644,FedEx,822.44,2491.78,1,1,On-Time
SHP_ORD_01645,ORD_01645,BlueDart,210.69,859.35,1,1,On-Time
SHP_ORD_01646,ORD_01646,DTDC,283.41,962.78,2,2,On-Time
SHP_ORD_01647,ORD_01647,BlueDart,1207.96,4936.26,2,2,On-Time
SHP_ORD_01648,ORD_01648,FedEx,590.97,2281.46,4,4,On-Time
SHP_ORD_01649,ORD_01649,DTDC,1789.61,4664.14,2,2,On-Time
SHP_ORD_01650,ORD_01650,BlueDart,1100.85,3708.84,1,1,On-Time
SHP_ORD_01651,ORD_01651,BlueDart,91.01,259.13,2,2,On-Time
SHP_ORD_01652,ORD_01652,FedEx,1953.52,8022.65,1,1,On-Time
SHP_ORD_01653,ORD_01653,FedEx,137.07,441.81,1,1,On-Time
SHP_ORD_01654,ORD_01654,Delhivery,1288.34,3570.40,1,1,On-Time
SHP_ORD_01655,ORD_01655,BlueDart,521.11,2265.68,1,1,On-Time
SHP_ORD_01656,ORD_01656,DTDC,1439.44,4418.33,3,3,On-Time
SHP_ORD_01657,ORD_01657,Delhivery,1353.48,4524.21,3,3,On-Time
SHP_ORD_01658,ORD_01658,DTDC,387.46,1543.96,5,3,Late
SHP_ORD_01659,ORD_01659,DTDC,1616.60,5017.60,2,2,On-Time
SHP_ORD_01660,ORD_01660,Delhivery,928.49,3929.61,4,4,On-Time
SHP_ORD_01661,ORD_01661,Delhivery,1599.65,4428.76,4,4,On-Time
SHP_ORD_01662,ORD_01662,FedEx,552.68,1490.60,4,4,On-Time
SHP_ORD_01663,ORD_01663,DTDC,1901.43,9473.63,1,1,On-Time
SHP_ORD_01664,ORD_01664,BlueDart,435.16,1338.96,4,4,On-Time
SHP_ORD_01665,ORD_01665,FedEx,818.10,3680.49,1,1,On-Time
SHP_ORD_01666,ORD_01666,Delhivery,1379.94,4265.40,3,3,On-Time
SHP_ORD_01667,ORD_01667,FedEx,691.85,3414.01,2,2,On-Time
SHP_ORD_01668,ORD_01668,DTDC,1685.55,4462.55,3,3,On-Time
SHP_ORD_01669,ORD_01669,FedEx,430.23,1744.40,2,2,On-Time
SHP_ORD_01670,ORD_01670,FedEx,1756.47,8195.67,2,2,On-Time
SHP_ORD_01671,ORD_01671,Delhivery,1733.98,6435.24,4,4,On-Time
SHP_ORD_01672,ORD_01672,Delhivery,1905.36,8596.46,4,4,On-Time
SHP_ORD_01673,ORD_01673,BlueDart,107.38,493.95,2,2,On-Time
SHP_ORD_01674,ORD_01674,Delhivery,948.23,3668.02,2,2,On-Time
SHP_ORD_01675,ORD_01675,DTDC,1725.05,7895.62,1,1,On-Time
SHP_ORD_01676,ORD_01676,DTDC,1727.64,6341.46,3,3,On-Time
SHP_ORD_01677,ORD_01677,FedEx,79.30,334.57,1,1,On-Time
SHP_ORD_01678,ORD_01678,DTDC,234.04,597.21,3,3,On-Time
SHP_ORD_01679,ORD_01679,DTDC,1447.93,4277.06,1,1,On-Time
SHP_ORD_01680,ORD_01680,BlueDart,936.94,2519.50,3,3,On-Time
SHP_ORD_01681,ORD_01681,DTDC,710.56,2403.38,1,1,On-Time
SHP_ORD_01682,ORD_01682,FedEx,1164.48,4821.87,2,2,On-Time
SHP_ORD_01683,ORD_01683,FedEx,252.73,1032.85,2,2,On-Time
SHP_ORD_01684,ORD_01684,Delhivery,616.43,2221.17,4,4,On-Time
SHP_ORD_01685,ORD_01685,BlueDart,1631.75,6631.60,4,4,On-Time
SHP_ORD_01686,ORD_01686,Delhivery,166.13,625.46,4,4,On-Time
SHP_ORD_01687,ORD_01687,Delhivery,1271.25,4052.50,3,3,On-Time
SHP_ORD_01688,ORD_01688,FedEx,1118.35,5281.45,1,1,On-Time
SHP_ORD_01689,ORD_01689,Delhivery,30.24,98.04,4,4,On-Time
SHP_ORD_01690,ORD_01690,Delhivery,1771.82,6517.07,2,2,On-Time
SHP_ORD_01691,ORD_01691,Delhivery,31.59,157.12,2,2,On-Time
SHP_ORD_01692,ORD_01692,BlueDart,147.55,604.22,1,1,On-Time
SHP_ORD_01693,ORD_01693,Delhivery,111.97,520.37,3,3,On-Time
SHP_ORD_01694,ORD_01694,DTDC,1413.76,4771.54,2,2,On-Time
SHP_ORD_01695,ORD_01695,Delhivery,1551.85,6969.49,1,1,On-Time
SHP_ORD_01696,ORD_01696,BlueDart,1240.13,4380.05,1,1,On-Time
SHP_ORD_01697,ORD_01697,DTDC,1718.58,7263.32,3,3,On-Time
SHP_ORD_01698,ORD_01698,FedEx,679.53,2911.42,1,1,On-Time
SHP_ORD_01699,ORD_01699,FedEx,38.36,116.45,2,2,On-Time
SHP_ORD_01700,ORD_01700,FedEx,151.10,606.54,2,2,On-Time
SHP_ORD_01701,ORD_01701,DTDC,1131.50,3257.23,1,1,On-Time
SHP_ORD_01702,ORD_01702,BlueDart,1315.99,5788.72,3,3,On-Time
SHP_ORD_01703,ORD_01703,BlueDart,672.84,3194.22,3,2,Late
SHP_ORD_01704,ORD_01704,FedEx,460.47,2019.51,2,1,Late
SHP_ORD_01705,ORD_01705,Delhivery,1321.88,3970.04,5,3,Late
SHP_ORD_01706,ORD_01706,DTDC,466.53,1561.14,1,1,On-Time
SHP_ORD_01707,ORD_01707,DTDC,521.85,1869.19,3,3,On-Time
SHP_ORD_01708,ORD_01708,FedEx,948.15,3185.37,1,1,On-Time
SHP_ORD_01709,ORD_01709,BlueDart,964.79,4017.83,1,1,On-Time
SHP_ORD_01710,ORD_01710,BlueDart,1311.21,4719.63,1,1,On-Time
SHP_ORD_01711,ORD_01711,FedEx,825.34,3242.51,2,2,On-Time
SHP_ORD_01712,ORD_01712,Delhivery,1000.77,2549.95,3,1,Late
SHP_ORD_01713,ORD_01713,DTDC,718.46,2049.09,4,4,On-Time
SHP_ORD_01714,ORD_01714,Delhivery,316.00,1175.07,3,3,On-Time
SHP_ORD_01715,ORD_01715,Delhivery,1316.54,4631.69,2,2,On-Time
SHP_ORD_01716,ORD_01716,Delhivery,1502.47,3987.60,2,2,On-Time
SHP_ORD_01717,ORD_01717,DTDC,312.49,874.99,4,4,On-Time
SHP_ORD_01718,ORD_01718,Delhivery,1179.79,5286.11,3,3,On-Time
SHP_ORD_01719,ORD_01719,DTDC,1854.52,8698.69,2,2,On-Time
SHP_ORD_01720,ORD_01720,Delhivery,295.80,1274.32,2,2,On-Time
SHP_ORD_01721,ORD_01721,FedEx,251.52,1206.97,1,1,On-Time
SHP_ORD_01722,ORD_01722,FedEx,1597.15,6031.45,4,4,On-Time
SHP_ORD_01723,ORD_01723,Delhivery,1710.51,6929.00,2,2,On-Time
SHP_ORD_01724,ORD_01724,Delhivery,1173.76,4216.23,3,3,On-Time
