sku_id,date,opening_stock,closing_stock,reorder_level,replenishment_lead_time,unit_cost
SKU_0044,11-03-2024,2368,2281,393,5,285.34
SKU_0044,18-03-2024,2424,2290,269,5,1800.29
SKU_0044,25-03-2024,2488,2435,400,6,2828.99
SKU_0044,01-04-2024,2679,2563,286,6,3371.3
SKU_0044,08-04-2024,2765,2593,261,6,1342.79
SKU_0044,15-04-2024,2833,2822,201,2,3770.73
SKU_0044,22-04-2024,3161,3049,277,6,787.57
SKU_0044,29-04-2024,3325,3289,491,1,3366.5
SKU_0044,06-05-2024,3446,3444,360,2,2498.94
SKU_0044,13-05-2024,3742,3706,377,4,3263.04
SKU_0044,20-05-2024,4092,3925,397,6,1064.68
SKU_0044,27-05-2024,4249,4051,381,1,2945.07
SKU_0044,03-06-2024,4320,4207,311,4,1837.16
SKU_0044,10-06-2024,4321,4292,222,4,2993.56
SKU_0044,17-06-2024,4549,4427,302,6,2967.69
SKU_0044,24-06-2024,4778,4623,406,2,2605.88
SKU_0045,01-01-2024,1154,961,215,5,729.13
SKU_0045,08-01-2024,1327,1167,457,1,2063.09
SKU_0045,15-01-2024,1555,1530,489,6,3865.1
SKU_0045,22-01-2024,1871,1672,402,4,3533.27
SKU_0045,29-01-2024,1948,1902,348,5,2264.69
SKU_0045,05-02-2024,2244,2103,204,6,290.81
SKU_0045,12-02-2024,2396,2371,267,6,555.04
SKU_0045,19-02-2024,2746,2553,308,3,1569.09
SKU_0045,26-02-2024,2892,2879,381,6,3913.18
SKU_0045,04-03-2024,3133,3132,277,3,847.88
SKU_0045,11-03-2024,3394,3333,311,3,3235.71
SKU_0045,18-03-2024,3657,3521,457,3,1407.39
SKU_0045,25-03-2024,3895,3878,362,1,4172.85
SKU_0045,01-04-2024,4114,4021,428,4,963.25
SKU_0045,08-04-2024,4137,4053,375,6,4178.3
SKU_0045,15-04-2024,4335,4218,202,5,515.28
SKU_0045,22-04-2024,4468,4369,400,2,1727.94
SKU_0045,29-04-2024,4650,4620,497,5,2913.47
SKU_0045,06-05-2024,4958,4854,446,6,821.66
SKU_0045,13-05-2024,5251,5138,228,5,3078.14
SKU_0045,20-05-2024,5383,5299,251,5,2779.64
SKU_0045,27-05-2024,5621,5486,407,6,2735.7
SKU_0045,03-06-2024,5636,5494,216,5,718.22
SKU_0045,10-06-2024,5820,5668,401,5,3234.89
SKU_0045,17-06-2024,5845,5748,349,4,1804.64
SKU_0045,24-06-2024,6001,5873,209,4,3773.39
SKU_0046,01-01-2024,1280,1113,361,3,1681.95
SKU_0046,08-01-2024,1251,1210,434,6,837.46
SKU_0046,15-01-2024,1451,1369,309,6,3712.41
SKU_0046,22-01-2024,1754,1622,421,6,4355.69
SKU_0046,29-01-2024,1880,1746,326,6,1211.91
SKU_0046,05-02-2024,2050,1934,278,3,1702.82
SKU_0046,12-02-2024,2047,1954,222,3,4742.73
SKU_0046,19-02-2024,2160,2003,444,5,2546.96
SKU_0046,26-02-2024,2204,2183,305,6,4607.27
SKU_0046,04-03-2024,2437,2401,215,4,409.64
SKU_0046,11-03-2024,2729,2607,435,1,1085.33
SKU_0046,18-03-2024,2866,2722,417,2,460.8
SKU_0046,25-03-2024,2887,2859,437,3,3381.11
SKU_0046,01-04-2024,3147,2962,403,2,4695.71
SKU_0046,08-04-2024,3312,3231,224,1,448.47
SKU_0046,15-04-2024,3550,3393,288,2,3664.45
SKU_0046,22-04-2024,3697,3696,361,2,2468.08
SKU_0046,29-04-2024,3834,3732,408,3,2894.56
SKU_0046,06-05-2024,3908,3840,342,5,2142.82
SKU_0046,13-05-2024,4103,4091,457,5,1660.81
SKU_0046,20-05-2024,4229,4067,240,5,1837.51
SKU_0046,27-05-2024,4401,4276,417,2,229.06
SKU_0046,03-06-2024,4488,4454,403,3,4848.82
SKU_0046,10-06-2024,4627,4585,410,4,4430.25
SKU_0046,17-06-2024,4756,4684,393,2,360.67
SKU_0046,24-06-2024,4938,4784,494,4,3570.01
SKU_0047,01-01-2024,1418,1341,210,4,643.66
SKU_0047,08-01-2024,1491,1444,491,1,4672.19
SKU_0047,15-01-2024,1612,1508,222,6,2485.36
SKU_0047,22-01-2024,1694,1570,247,3,2652.38
SKU_0047,29-01-2024,1963,1771,205,5,4218.94
SKU_0047,05-02-2024,2004,1965,352,3,4428.73
SKU_0047,12-02-2024,2143,2098,260,1,2104.76
SKU_0047,19-02-2024,2230,2213,235,6,961.97
SKU_0047,26-02-2024,2460,2361,230,5,4471.6
SKU_0047,04-03-2024,2750,2566,364,1,366.95
SKU_0047,11-03-2024,2824,2802,306,6,2574.5
SKU_0047,18-03-2024,3000,2871,450,1,2809.31
SKU_0047,25-03-2024,3080,3072,321,3,2920.81
SKU_0047,01-04-2024,3384,3335,403,6,1843.24
SKU_0047,08-04-2024,3444,3250,229,5,3706.39
SKU_0047,15-04-2024,3550,3443,496,1,2405.36
SKU_0047,22-04-2024,3611,3470,213,3,1465.42
SKU_0047,29-04-2024,3711,3671,286,1,3976.94
SKU_0047,06-05-2024,3789,3778,297,4,862.58
SKU_0047,13-05-2024,4063,3953,373,3,2424.35
SKU_0047,20-05-2024,4351,4202,464,4,3897.11
SKU_0047,27-05-2024,4532,4465,256,4,4075.18
SKU_0047,03-06-2024,4618,4454,258,6,1980.95
SKU_0047,10-06-2024,4647,4590,416,5,113.68
SKU_0047,17-06-2024,4901,4857,332,6,1888.11
SKU_0047,24-06-2024,4981,4900,399,5,1709.07
SKU_0048,01-01-2024,559,537,438,6,425.71
SKU_0048,08-01-2024,875,812,203,4,1225.85
SKU_0048,15-01-2024,964,939,299,3,3567.82
SKU_0048,22-01-2024,1052,891,259,1,1077.56
SKU_0048,29-01-2024,1011,836,234,4,2856.38
SKU_0048,05-02-2024,1089,947,204,2,1828.27
SKU_0048,12-02-2024,1167,988,371,4,1187.03
SKU_0048,19-02-2024,1206,1199,263,5,4413.46
SKU_0048,26-02-2024,1445,1309,271,1,3737.49
SKU_0048,04-03-2024,1499,1334,468,3,3988.7
SKU_0048,11-03-2024,1725,1716,222,4,3033.38
SKU_0048,18-03-2024,1819,1662,304,4,4252.33
SKU_0048,25-03-2024,1993,1853,317,2,690.15
SKU_0048,01-04-2024,2078,2017,398,6,1136.53
SKU_0048,08-04-2024,2130,2121,304,3,370.37
SKU_0048,15-04-2024,2449,2276,306,5,1265.95
SKU_0048,22-04-2024,2623,2441,334,5,3323.79
SKU_0048,29-04-2024,2578,2516,205,2,1231.05
SKU_0048,06-05-2024,2737,2616,371,4,749.38
SKU_0048,13-05-2024,2962,2787,482,5,948.82
SKU_0048,20-05-2024,3051,2960,248,4,3159.09
SKU_0048,27-05-2024,3127,3126,303,2,4218.3
SKU_0048,03-06-2024,3444,3322,427,2,3497.62
SKU_0048,10-06-2024,3424,3248,227,4,3169.85
SKU_0048,17-06-2024,3470,3355,221,1,2772.83
SKU_0048,24-06-2024,3738,3595,263,4,595.45
SKU_0049,01-01-2024,1487,1357,307,5,270.19
SKU_0049,08-01-2024,1654,1458,223,1,1172.48
SKU_0049,15-01-2024,1565,1521,338,1,4921.53
SKU_0049,22-01-2024,1692,1555,262,3,1704.77
SKU_0049,29-01-2024,1705,1560,353,4,2322.14
SKU_0049,05-02-2024,1869,1697,447,2,1473.19
SKU_0049,12-02-2024,1844,1831,451,6,1763.54
SKU_0049,19-02-2024,2215,2129,433,1,4061.56
SKU_0049,26-02-2024,2411,2331,474,2,3280.09
SKU_0049,04-03-2024,2536,2437,235,5,2650.51
SKU_0049,11-03-2024,2738,2596,467,3,4264.47
SKU_0049,18-03-2024,2960,2787,241,2,1863.82
SKU_0049,25-03-2024,3153,2965,482,6,3533.06
SKU_0049,01-04-2024,3158,3116,461,5,4536.38
SKU_0049,08-04-2024,3478,3337,400,3,4807.11
SKU_0049,15-04-2024,3475,3292,412,3,2912.63
SKU_0049,22-04-2024,3452,3387,488,4,2695.79
SKU_0049,29-04-2024,3580,3495,351,5,3176.42
SKU_0049,06-05-2024,3777,3655,252,2,2434.5
SKU_0049,13-05-2024,3933,3852,297,6,2219.09
SKU_0049,20-05-2024,4162,4029,368,1,3040.2
SKU_0049,27-05-2024,4213,4028,238,6,117.47
SKU_0049,03-06-2024,4302,4256,309,6,2441.97
SKU_0049,10-06-2024,4629,4452,292,4,1479.12
SKU_0049,17-06-2024,4552,4518,460,4,2024.59
SKU_0049,24-06-2024,4717,4585,435,5,1125.48
SKU_0050,01-01-2024,735,694,273,3,4638.25
SKU_0050,08-01-2024,816,813,443,2,173.25
SKU_0050,15-01-2024,939,857,358,3,4736.25
SKU_0050,22-01-2024,1111,941,295,6,930.43
SKU_0050,29-01-2024,1333,1213,394,6,4341.55
SKU_0050,05-02-2024,1339,1210,431,4,2462.52
SKU_0050,12-02-2024,1548,1428,391,1,4837.89
SKU_0050,19-02-2024,1818,1685,288,6,3876.72
SKU_0050,26-02-2024,1991,1925,281,5,2122.83
SKU_0050,04-03-2024,2084,2071,373,3,2815.53
SKU_0050,11-03-2024,2231,2114,480,2,929.63
SKU_0050,18-03-2024,2346,2293,492,2,562.35
SKU_0050,25-03-2024,2681,2530,269,3,1336.24
SKU_0050,01-04-2024,2796,2625,394,6,1815.88
SKU_0050,08-04-2024,2983,2842,452,3,3013.34
SKU_0050,15-04-2024,3081,2964,450,3,3018.44
SKU_0050,22-04-2024,3294,3253,448,5,3816.65
SKU_0050,29-04-2024,3646,3530,336,6,2145.93
SKU_0050,06-05-2024,3730,3615,318,4,2971.62
SKU_0050,13-05-2024,3954,3799,224,6,176.6
SKU_0050,20-05-2024,4105,3929,426,6,3565.31
SKU_0050,27-05-2024,4198,4112,226,6,3453.42
SKU_0050,03-06-2024,4401,4286,203,6,2587.17
SKU_0050,10-06-2024,4531,4423,473,5,2261.18
SKU_0050,17-06-2024,4613,4567,393,4,2445
SKU_0050,24-06-2024,4746,4658,350,1,4221.95
SKU_0051,01-01-2024,1053,943,250,6,1449.25
SKU_0051,08-01-2024,1227,1192,457,4,141.6
SKU_0051,15-01-2024,1485,1443,401,3,543.42
SKU_0051,22-01-2024,1632,1513,363,4,127.83
SKU_0051,29-01-2024,1633,1537,203,4,2134.21
SKU_0051,05-02-2024,1724,1661,389,1,4817.16
SKU_0051,12-02-2024,2021,1912,212,2,532.39
SKU_0051,19-02-2024,2095,1956,316,3,3466.57
SKU_0051,26-02-2024,2204,2017,385,4,1133.95
SKU_0051,04-03-2024,2264,2215,239,1,4806.83
SKU_0051,11-03-2024,2601,2484,377,2,2609.95
SKU_0051,18-03-2024,2602,2573,471,6,598.4
SKU_0051,25-03-2024,2781,2611,424,1,1701.94
SKU_0051,01-04-2024,2781,2762,237,1,4029.37
SKU_0051,08-04-2024,2946,2886,277,1,4146.85
SKU_0051,15-04-2024,3061,3035,480,3,2404.96
SKU_0051,22-04-2024,3284,3189,344,5,1773.12
SKU_0051,29-04-2024,3354,3236,353,1,2820.6
SKU_0051,06-05-2024,3506,3463,389,4,2059.43
SKU_0051,13-05-2024,3857,3732,467,5,4120.47
SKU_0051,20-05-2024,4100,4082,245,1,3540.4
SKU_0051,27-05-2024,4371,4316,328,1,1657.31
SKU_0051,03-06-2024,4571,4440,398,3,4958.05
SKU_0051,10-06-2024,4592,4554,490,2,2222.41
SKU_0051,17-06-2024,4704,4587,391,3,2822.58
SKU_0051,24-06-2024,4801,4799,438,1,2739.26
SKU_0052,01-01-2024,756,669,210,3,324.53
SKU_0052,08-01-2024,854,814,304,3,794.06
SKU_0052,15-01-2024,1169,971,416,1,638.7
SKU_0052,22-01-2024,1256,1171,381,5,1254.68
SKU_0052,29-01-2024,1416,1401,383,2,2890.62
SKU_0052,05-02-2024,1548,1425,361,2,3893.74
SKU_0052,12-02-2024,1584,1509,239,1,4343.76
SKU_0052,19-02-2024,1782,1711,338,6,4880.07
SKU_0052,26-02-2024,1918,1739,465,4,2855.49
SKU_0052,04-03-2024,1969,1833,335,2,2085.45
SKU_0052,11-03-2024,2204,2194,478,2,2592.54
SKU_0052,18-03-2024,2588,2458,335,5,226.93
SKU_0052,25-03-2024,2576,2452,260,6,1853.29
SKU_0052,01-04-2024,2739,2610,377,6,4370.96
SKU_0052,08-04-2024,2886,2773,407,2,1232.56
SKU_0052,15-04-2024,3093,2950,245,6,3930.87
SKU_0052,22-04-2024,3113,2972,477,4,336.35
SKU_0052,29-04-2024,3106,3003,275,3,1289.4
SKU_0052,06-05-2024,3233,3127,474,2,4164.43
SKU_0052,13-05-2024,3434,3431,295,1,4930.8
SKU_0052,20-05-2024,3748,3658,322,6,4719.81
SKU_0052,27-05-2024,3965,3805,219,3,2816.64
SKU_0052,03-06-2024,4059,4035,265,6,3993.1
SKU_0052,10-06-2024,4378,4367,300,6,1609.41
SKU_0052,17-06-2024,4679,4568,402,5,2495.95
SKU_0052,24-06-2024,4757,4569,301,3,3730.44
SKU_0053,01-01-2024,1299,1162,377,3,3354.21
SKU_0053,08-01-2024,1455,1293,205,3,921.14
SKU_0053,15-01-2024,1631,1555,301,2,1238.69
SKU_0053,22-01-2024,1778,1579,272,2,215.59
SKU_0053,29-01-2024,1853,1818,221,5,304.6
SKU_0053,05-02-2024,2112,1924,444,3,361.9
SKU_0053,12-02-2024,2297,2208,356,4,2104.36
SKU_0053,19-02-2024,2582,2559,499,6,3887.05
SKU_0053,26-02-2024,2769,2766,261,2,119.38
SKU_0053,04-03-2024,2991,2928,300,4,4448.31
SKU_0053,11-03-2024,3217,3170,444,1,1324.36
SKU_0053,18-03-2024,3490,3438,287,6,2357.73
SKU_0053,25-03-2024,3619,3610,255,1,1940.44
SKU_0053,01-04-2024,3977,3848,272,1,4886.31
SKU_0053,08-04-2024,4142,3945,490,2,405.49
SKU_0053,15-04-2024,4265,4256,281,2,2765.43
SKU_0053,22-04-2024,4534,4452,432,1,1226.28
SKU_0053,29-04-2024,4738,4737,457,5,137.65
SKU_0053,06-05-2024,4992,4807,341,3,839.86
SKU_0053,13-05-2024,5075,4933,498,1,4705.35
SKU_0053,20-05-2024,5127,4975,283,5,380.79
SKU_0053,27-05-2024,5134,5038,417,4,1997.91
SKU_0053,03-06-2024,5297,5213,379,5,1725.31
SKU_0053,10-06-2024,5496,5425,442,3,1167.62
SKU_0053,17-06-2024,5605,5480,406,2,2958.05
SKU_0053,24-06-2024,5837,5710,495,2,2179.59
SKU_0054,01-01-2024,1140,1125,369,5,1330.33
SKU_0054,08-01-2024,1261,1063,333,6,1165.22
SKU_0054,15-01-2024,1399,1226,495,6,3940.96
SKU_0054,22-01-2024,1444,1404,429,2,1319.72
SKU_0054,29-01-2024,1782,1612,472,5,904.67
SKU_0054,05-02-2024,1789,1760,220,6,934.34
SKU_0054,12-02-2024,1974,1838,446,2,3115.52
SKU_0054,19-02-2024,2208,2197,218,1,231
SKU_0054,26-02-2024,2383,2373,262,3,1052.8
SKU_0054,04-03-2024,2601,2470,224,4,263.06
SKU_0054,11-03-2024,2794,2742,330,3,2066.75
SKU_0054,18-03-2024,3132,2950,345,3,2992.6
SKU_0054,25-03-2024,3159,3130,385,2,2656.23
SKU_0054,01-04-2024,3301,3290,277,2,545.08
SKU_0054,08-04-2024,3454,3317,236,5,4357.36
SKU_0054,15-04-2024,3632,3511,499,4,1209.33
SKU_0054,22-04-2024,3845,3737,219,2,2392.83
SKU_0054,29-04-2024,3999,3815,482,2,4721.36
SKU_0054,06-05-2024,4060,3906,422,4,3960.29
SKU_0054,13-05-2024,4148,3976,246,4,3255.12
SKU_0054,20-05-2024,4299,4255,302,2,2753.83
SKU_0054,27-05-2024,4473,4317,215,6,534.16
SKU_0054,03-06-2024,4560,4506,272,3,4092.55
SKU_0054,10-06-2024,4704,4566,410,5,2025.5
SKU_0054,17-06-2024,4698,4500,414,4,3725.23
SKU_0054,24-06-2024,4657,4631,339,4,2189.81
SKU_0055,01-01-2024,1044,931,393,1,2708.35
SKU_0055,08-01-2024,1203,1149,379,1,3596.43
SKU_0055,15-01-2024,1497,1363,384,5,4819.8
SKU_0055,22-01-2024,1513,1467,283,6,247.84
SKU_0055,29-01-2024,1752,1697,230,4,3768.03
SKU_0055,05-02-2024,1911,1852,489,1,4594.39
SKU_0055,12-02-2024,2055,1884,490,3,3439.16
SKU_0055,19-02-2024,2262,2222,454,5,4089.47
SKU_0055,26-02-2024,2523,2502,239,2,4432.11
SKU_0055,04-03-2024,2773,2691,209,4,370.12
SKU_0055,11-03-2024,2835,2711,345,6,4927.49
SKU_0055,18-03-2024,2850,2707,303,6,2944.86
SKU_0055,25-03-2024,2856,2700,334,1,354.54
SKU_0055,01-04-2024,2967,2964,206,5,2147.51
SKU_0055,08-04-2024,3250,3201,356,1,3196.58
SKU_0055,15-04-2024,3330,3183,266,5,222.67
SKU_0055,22-04-2024,3361,3174,368,6,4371.25
SKU_0055,29-04-2024,3411,3395,214,5,3999.49
SKU_0055,06-05-2024,3545,3425,265,2,1876.31
SKU_0055,13-05-2024,3810,3756,336,4,940.37
SKU_0055,20-05-2024,3879,3860,261,4,2099.24
SKU_0055,27-05-2024,4011,3969,295,2,2990.59
SKU_0055,03-06-2024,4169,4155,283,2,840.51
SKU_0055,10-06-2024,4543,4492,365,4,3442
SKU_0055,17-06-2024,4691,4514,339,2,4880.16
SKU_0055,24-06-2024,4694,4590,450,3,2533.57
SKU_0056,01-01-2024,1029,841,377,6,388.37
SKU_0056,08-01-2024,1199,1087,285,2,1480.97
SKU_0056,15-01-2024,1287,1147,231,1,1667.59
SKU_0056,22-01-2024,1384,1204,410,2,1436.69
SKU_0056,29-01-2024,1442,1357,357,1,3299.67
SKU_0056,05-02-2024,1640,1446,257,6,694.64
SKU_0056,12-02-2024,1764,1602,370,5,4014.05
SKU_0056,19-02-2024,1992,1893,300,4,341.7
SKU_0056,26-02-2024,2252,2064,457,5,4387.57
SKU_0056,04-03-2024,2167,2040,247,4,3335.58
SKU_0056,11-03-2024,2156,2153,384,5,1954.83
SKU_0056,18-03-2024,2490,2414,360,5,1689.57
SKU_0056,25-03-2024,2794,2711,362,1,1717.82
SKU_0056,01-04-2024,2833,2695,278,5,893.43
SKU_0056,08-04-2024,3062,2900,489,1,1603.26
SKU_0056,15-04-2024,3240,3078,312,1,2981.83
SKU_0056,22-04-2024,3194,3191,240,6,341.95
SKU_0056,29-04-2024,3442,3389,399,1,1963.38
SKU_0056,06-05-2024,3775,3767,409,5,1168.79
SKU_0056,13-05-2024,4080,3933,459,6,3492.32
SKU_0056,20-05-2024,4301,4189,347,4,3933.08
SKU_0056,27-05-2024,4488,4425,293,4,2786.54
SKU_0056,03-06-2024,4746,4624,239,6,599.26
SKU_0056,10-06-2024,4913,4809,294,2,498.34
SKU_0056,17-06-2024,5038,5013,243,5,1969.18
SKU_0056,24-06-2024,5337,5327,233,5,519.15
SKU_0057,01-01-2024,858,857,263,6,3012.54
SKU_0057,08-01-2024,1114,1014,362,2,845.09
SKU_0057,15-01-2024,1364,1283,308,6,1208.6
SKU_0057,22-01-2024,1495,1458,485,2,2568.42
SKU_0057,29-01-2024,1625,1514,404,6,3635.73
SKU_0057,05-02-2024,1880,1871,398,1,1902.79
SKU_0057,12-02-2024,2239,2181,449,4,4045.78
SKU_0057,19-02-2024,2306,2275,356,2,739.27
SKU_0057,26-02-2024,2423,2311,216,5,2124.19
SKU_0057,04-03-2024,2452,2277,315,6,2339.73
SKU_0057,11-03-2024,2463,2348,268,1,4758.15
SKU_0057,18-03-2024,2483,2383,386,5,2514.18
SKU_0057,25-03-2024,2718,2715,318,1,277.98
SKU_0057,01-04-2024,3002,2803,399,1,4830.45
SKU_0057,08-04-2024,2980,2879,418,5,1770.1
SKU_0057,15-04-2024,3228,3103,338,5,3672.82
SKU_0057,22-04-2024,3495,3356,307,2,4862.68
SKU_0057,29-04-2024,3558,3556,396,4,558.57
SKU_0057,06-05-2024,3824,3729,369,1,3393.2
SKU_0057,13-05-2024,3834,3705,353,1,4094.61
SKU_0057,20-05-2024,3845,3739,215,4,2193.57
SKU_0057,27-05-2024,4051,3951,220,1,3111.68
SKU_0057,03-06-2024,4339,4146,488,4,194.27
SKU_0057,10-06-2024,4542,4414,262,3,880.39
SKU_0057,17-06-2024,4552,4405,365,4,1025.2
SKU_0057,24-06-2024,4602,4596,469,4,3411.46
SKU_0058,01-01-2024,773,639,267,1,424.66
SKU_0058,08-01-2024,1017,968,348,5,2128.49
SKU_0058,15-01-2024,1094,941,474,1,662.27
SKU_0058,22-01-2024,1280,1274,430,2,926.23
SKU_0058,29-01-2024,1582,1408,245,1,1700.24
SKU_0058,05-02-2024,1551,1415,270,3,1892.46
SKU_0058,12-02-2024,1646,1522,492,2,2294.47
SKU_0058,19-02-2024,1726,1680,229,6,3285.93
SKU_0058,26-02-2024,1849,1817,249,4,2802
SKU_0058,04-03-2024,2004,1965,231,1,1366.04
SKU_0058,11-03-2024,2302,2291,470,3,2544.16
SKU_0058,18-03-2024,2650,2624,300,2,1522.62
SKU_0058,25-03-2024,2762,2620,474,5,808.26
SKU_0058,01-04-2024,2935,2811,480,1,1932.67
SKU_0058,08-04-2024,3021,2943,369,3,1777.76
SKU_0058,15-04-2024,3064,2909,416,1,727.88
SKU_0058,22-04-2024,3269,3158,298,3,1282.92
SKU_0058,29-04-2024,3487,3356,273,1,3703.27
SKU_0058,06-05-2024,3561,3364,245,2,1651.66
SKU_0058,13-05-2024,3491,3318,306,2,4112.09
SKU_0058,20-05-2024,3544,3362,256,4,1783.92
SKU_0058,27-05-2024,3488,3366,288,4,1005.01
SKU_0058,03-06-2024,3758,3607,309,6,4652.09
SKU_0058,10-06-2024,3958,3946,430,3,2684.72
SKU_0058,17-06-2024,4069,3995,463,2,2139.13
SKU_0058,24-06-2024,4264,4150,334,3,4340.59
SKU_0059,01-01-2024,782,656,202,6,2243.87
SKU_0059,08-01-2024,932,904,401,1,108.88
SKU_0059,15-01-2024,1174,1140,367,3,4917.49
SKU_0059,22-01-2024,1497,1459,301,1,1890.19
SKU_0059,29-01-2024,1591,1503,277,3,939.7
SKU_0059,05-02-2024,1728,1658,261,2,1677.99
SKU_0059,12-02-2024,1932,1882,483,2,1151.47
SKU_0059,19-02-2024,2106,1943,388,6,341
SKU_0059,26-02-2024,2232,2079,432,1,2507.52
SKU_0059,04-03-2024,2397,2384,312,1,949.32
SKU_0059,11-03-2024,2727,2583,382,4,339.6
SKU_0059,18-03-2024,2744,2601,434,1,2322.87
SKU_0059,25-03-2024,2861,2663,316,2,3080.3
SKU_0059,01-04-2024,2769,2602,341,5,4711.37
SKU_0059,08-04-2024,2791,2620,361,6,3132.27
SKU_0059,15-04-2024,2876,2712,435,1,137.84
SKU_0059,22-04-2024,3062,3062,399,5,899.98
SKU_0059,29-04-2024,3210,3188,412,5,2223.39
SKU_0059,06-05-2024,3436,3251,464,2,4076.44
SKU_0059,13-05-2024,3567,3392,411,5,4880.79
SKU_0059,20-05-2024,3606,3602,439,1,2910.89
SKU_0059,27-05-2024,3961,3885,298,3,3510.7
SKU_0059,03-06-2024,4109,3932,309,3,4297.26
SKU_0059,10-06-2024,4318,4277,269,6,2509.12
SKU_0059,17-06-2024,4525,4372,214,4,3738.47
SKU_0059,24-06-2024,4576,4414,483,5,126.14
SKU_0060,01-01-2024,689,634,457,2,3861.33
SKU_0060,08-01-2024,793,600,483,4,3641.4
SKU_0060,15-01-2024,989,880,366,4,1172.75
SKU_0060,22-01-2024,1274,1082,372,5,4589.11
SKU_0060,29-01-2024,1232,1121,244,3,2740.45
SKU_0060,05-02-2024,1517,1401,267,2,3897.79
SKU_0060,12-02-2024,1759,1589,280,2,1560.95
SKU_0060,19-02-2024,1718,1647,420,3,1433.01
SKU_0060,26-02-2024,1770,1698,492,3,1751.34
SKU_0060,04-03-2024,2013,1831,251,2,1864.74
SKU_0060,11-03-2024,2168,2165,435,1,3997.7
SKU_0060,18-03-2024,2337,2297,446,4,4362.9
SKU_0060,25-03-2024,2421,2225,263,6,372.54
SKU_0060,01-04-2024,2501,2457,389,1,1957.76
SKU_0060,08-04-2024,2740,2624,272,3,4273
SKU_0060,15-04-2024,2905,2806,377,6,2348.21
SKU_0060,22-04-2024,2951,2928,297,3,2793.05
SKU_0060,29-04-2024,3234,3144,326,5,3741.18
SKU_0060,06-05-2024,3415,3271,353,6,4075.61
SKU_0060,13-05-2024,3452,3309,457,4,2752.81
SKU_0060,20-05-2024,3599,3485,264,3,2544.84
SKU_0060,27-05-2024,3751,3589,360,5,530.23
SKU_0060,03-06-2024,3689,3512,443,4,2977.96
SKU_0060,10-06-2024,3728,3637,206,6,1329.53
SKU_0060,17-06-2024,3815,3792,290,6,4055.37
SKU_0060,24-06-2024,4095,3927,356,2,3887.67
SKU_0061,01-01-2024,503,355,270,6,3766.27
SKU_0061,08-01-2024,564,367,299,4,3596.27
SKU_0061,15-01-2024,575,417,262,4,4937.84
SKU_0061,22-01-2024,541,358,446,5,3147.23
SKU_0061,29-01-2024,588,468,209,2,210.58
SKU_0061,05-02-2024,693,614,212,4,386.74
SKU_0061,12-02-2024,888,834,360,3,4022.48
SKU_0061,19-02-2024,1038,948,441,3,257.41
SKU_0061,26-02-2024,1059,956,234,2,1559
SKU_0061,04-03-2024,1259,1087,483,3,1793.76
SKU_0061,11-03-2024,1197,1170,431,4,1187.74
SKU_0061,18-03-2024,1565,1559,455,1,1168.71
SKU_0061,25-03-2024,1693,1587,349,2,3665.99
SKU_0061,01-04-2024,1769,1736,282,6,2379.56
SKU_0061,08-04-2024,1863,1839,409,4,4249.25
SKU_0061,15-04-2024,2085,1986,267,1,3344.06
SKU_0061,22-04-2024,2202,2103,334,2,4601.27
SKU_0061,29-04-2024,2398,2264,349,6,4449.91
SKU_0061,06-05-2024,2392,2254,326,5,4377.06
SKU_0061,13-05-2024,2589,2533,236,5,2010.95
SKU_0061,20-05-2024,2824,2728,290,6,709.71
SKU_0061,27-05-2024,2945,2773,436,1,4844.02
SKU_0061,03-06-2024,2931,2929,266,6,1845.14
SKU_0061,10-06-2024,3300,3104,389,5,876.59
SKU_0061,17-06-2024,3352,3185,250,1,2304.11
SKU_0061,24-06-2024,3294,3126,467,3,1967.34
SKU_0062,01-01-2024,922,826,391,1,1435.46
SKU_0062,08-01-2024,1098,986,399,1,4105.42
SKU_0062,15-01-2024,1329,1173,355,3,3255.04
SKU_0062,22-01-2024,1279,1252,289,1,137.37
SKU_0062,29-01-2024,1357,1236,466,6,3081.77
SKU_0062,05-02-2024,1367,1342,422,3,2327.76
SKU_0062,12-02-2024,1602,1596,412,1,3710.71
SKU_0062,19-02-2024,1960,1894,375,3,3162.32
SKU_0062,26-02-2024,2204,2127,458,6,4770.76
SKU_0062,04-03-2024,2312,2260,331,2,2852.69
SKU_0062,11-03-2024,2408,2238,212,3,1121.4
SKU_0062,18-03-2024,2508,2407,375,2,3328.56
SKU_0062,25-03-2024,2665,2615,493,4,3502.35
SKU_0062,01-04-2024,2888,2848,401,2,3231.5
SKU_0062,08-04-2024,3216,3065,301,6,258.78
SKU_0062,15-04-2024,3208,3090,214,4,2531.16
SKU_0062,22-04-2024,3241,3138,245,3,771.01
SKU_0062,29-04-2024,3386,3358,320,2,1107.59
SKU_0062,06-05-2024,3635,3550,216,2,1390.64
SKU_0062,13-05-2024,3858,3761,395,1,2309.17
SKU_0062,20-05-2024,3949,3911,243,4,1529.02
SKU_0062,27-05-2024,4096,3956,483,3,4541.15
SKU_0062,03-06-2024,4338,4150,333,5,4991.71
SKU_0062,10-06-2024,4369,4339,270,2,3327.52
SKU_0062,17-06-2024,4515,4489,217,4,3693.4
SKU_0062,24-06-2024,4736,4568,385,4,4022.66
SKU_0063,01-01-2024,861,749,360,5,4095.83
SKU_0063,08-01-2024,857,796,317,2,1485.2
SKU_0063,15-01-2024,924,877,272,3,2045.03
