order_id,order_date,ship_date,sku_id,quantity,zone,picker_id,processing_time_min,order_value,on_time_flag,priority
ORD_02502,14-03-2024,17-03-2024,SKU_0155,46,C,PCK_008,80,15531.43,1,High
ORD_02503,01-04-2024,03-04-2024,SKU_0279,23,C,PCK_019,34,18358.10,1,High
ORD_02504,12-03-2024,13-03-2024,SKU_0202,10,D,PCK_005,48,8517.63,1,Low
ORD_02505,17-03-2024,19-03-2024,SKU_0004,41,D,PCK_015,86,9572.84,1,High
ORD_02506,26-03-2024,27-03-2024,SKU_0044,37,C,PCK_002,72,11793.82,0,Low
ORD_02507,18-05-2024,22-05-2024,SKU_0055,47,A,PCK_011,48,4461.96,1,Medium
ORD_02508,08-06-2024,11-06-2024,SKU_0290,14,C,PCK_016,105,1776.15,1,High
ORD_02509,26-06-2024,28-06-2024,SKU_0063,19,A,PCK_019,56,20245.24,1,Low
ORD_02510,12-05-2024,15-05-2024,SKU_0105,28,B,PCK_017,63,22803.49,1,Low
ORD_02511,13-06-2024,17-06-2024,SKU_0254,33,B,PCK_005,57,18500.35,1,Low
ORD_02512,10-03-2024,13-03-2024,SKU_0080,30,C,PCK_010,38,6497.34,1,Low
ORD_02513,14-02-2024,18-02-2024,SKU_0004,42,B,PCK_016,67,23459.26,1,High
ORD_02514,01-01-2024,03-01-2024,SKU_0035,49,B,PCK_001,27,1126.69,1,Low
ORD_02515,15-03-2024,18-03-2024,SKU_0062,15,A,PCK_017,110,15498.07,1,High
ORD_02516,31-03-2024,01-04-2024,SKU_0105,23,D,PCK_004,107,11832.80,1,High
ORD_02517,02-01-2024,05-01-2024,SKU_0259,41,D,PCK_015,77,2115.26,1,High
ORD_02518,11-02-2024,12-02-2024,SKU_0063,41,D,PCK_010,69,11077.45,0,Medium
ORD_02519,27-03-2024,30-03-2024,SKU_0095,25,C,PCK_008,89,7200.82,1,Low
ORD_02520,13-06-2024,14-06-2024,SKU_0225,39,A,PCK_020,72,11341.04,1,Medium
ORD_02521,13-01-2024,17-01-2024,SKU_0075,6,B,PCK_001,78,14166.17,1,High
ORD_02522,10-01-2024,14-01-2024,SKU_0124,6,B,PCK_006,35,13587.65,0,Medium
ORD_02523,04-04-2024,07-04-2024,SKU_0246,30,C,PCK_010,77,3600.77,1,Low
ORD_02524,03-01-2024,05-01-2024,SKU_0052,30,D,PCK_019,12,2239.67,1,Medium
ORD_02525,12-03-2024,16-03-2024,SKU_0141,15,D,PCK_013,94,19090.46,1,Low
ORD_02526,04-03-2024,08-03-2024,SKU_0055,21,D,PCK_015,38,19994.81,1,Medium
ORD_02527,11-04-2024,12-04-2024,SKU_0076,38,C,PCK_001,27,15007.02,1,Medium
ORD_02528,22-02-2024,23-02-2024,SKU_0062,3,D,PCK_019,93,22681.64,1,High
ORD_02529,18-04-2024,21-04-2024,SKU_0298,19,A,PCK_010,30,12617.45,1,Low
ORD_02530,29-03-2024,02-04-2024,SKU_0228,23,C,PCK_002,119,11965.64,1,High
ORD_02531,10-05-2024,14-05-2024,SKU_0240,27,C,PCK_015,48,12992.30,1,High
ORD_02532,01-05-2024,05-05-2024,SKU_0082,20,B,PCK_012,42,14464.58,1,Medium
ORD_02533,24-04-2024,26-04-2024,SKU_0269,22,A,PCK_013,104,23553.18,1,High
ORD_02534,15-02-2024,19-02-2024,SKU_0078,15,C,PCK_012,18,21332.32,1,Medium
ORD_02535,05-01-2024,09-01-2024,SKU_0072,26,C,PCK_009,31,6662.87,1,Medium
ORD_02536,10-04-2024,12-04-2024,SKU_0035,21,D,PCK_016,47,9179.51,1,Medium
ORD_02537,09-04-2024,13-04-2024,SKU_0093,44,C,PCK_019,52,16493.93,1,High
ORD_02538,06-02-2024,09-02-2024,SKU_0166,7,C,PCK_019,93,10541.04,0,Low
ORD_02539,03-02-2024,04-02-2024,SKU_0207,37,A,PCK_003,11,17107.78,1,High
ORD_02540,07-01-2024,08-01-2024,SKU_0082,47,A,PCK_008,90,22443.46,1,Low
ORD_02541,20-03-2024,24-03-2024,SKU_0055,35,D,PCK_016,15,15833.24,1,Medium
ORD_02542,15-04-2024,17-04-2024,SKU_0119,22,A,PCK_008,82,937.90,1,High
ORD_02543,06-06-2024,08-06-2024,SKU_0197,8,A,PCK_014,109,1889.26,1,High
ORD_02544,11-06-2024,13-06-2024,SKU_0129,15,A,PCK_004,18,8720.75,0,Low
ORD_02545,29-01-2024,30-01-2024,SKU_0038,47,C,PCK_015,52,24090.13,1,Low
ORD_02546,21-03-2024,22-03-2024,SKU_0016,19,C,PCK_006,64,22326.00,1,High
ORD_02547,10-02-2024,11-02-2024,SKU_0231,24,B,PCK_013,110,10043.95,1,Low
ORD_02548,02-01-2024,04-01-2024,SKU_0294,4,B,PCK_018,73,4733.35,1,High
ORD_02549,17-05-2024,21-05-2024,SKU_0130,20,D,PCK_016,99,14539.19,0,Low
ORD_02550,07-02-2024,11-02-2024,SKU_0147,12,B,PCK_008,26,18001.53,1,Low
ORD_02551,01-05-2024,04-05-2024,SKU_0083,37,B,PCK_014,55,18690.21,1,High
ORD_02552,21-06-2024,25-06-2024,SKU_0299,41,A,PCK_001,11,21265.44,0,High
ORD_02553,12-03-2024,13-03-2024,SKU_0018,43,A,PCK_005,40,19233.16,1,Medium
ORD_02554,11-03-2024,12-03-2024,SKU_0209,16,A,PCK_019,102,12142.34,1,Medium
ORD_02555,23-01-2024,25-01-2024,SKU_0095,12,D,PCK_017,95,17343.80,1,High
ORD_02556,10-06-2024,13-06-2024,SKU_0107,34,D,PCK_019,59,17145.14,1,Low
ORD_02557,20-06-2024,23-06-2024,SKU_0181,37,B,PCK_012,83,22421.36,1,High
ORD_02558,03-01-2024,07-01-2024,SKU_0225,24,D,PCK_014,69,13753.09,1,High
ORD_02559,02-04-2024,04-04-2024,SKU_0292,10,B,PCK_003,99,12027.37,1,Low
ORD_02560,15-05-2024,17-05-2024,SKU_0153,27,A,PCK_004,87,17946.89,1,Medium
ORD_02561,19-02-2024,21-02-2024,SKU_0119,9,C,PCK_002,57,6509.61,1,High
ORD_02562,16-04-2024,20-04-2024,SKU_0115,24,C,PCK_010,80,6781.98,1,Medium
ORD_02563,12-02-2024,15-02-2024,SKU_0184,7,B,PCK_003,93,842.55,1,Medium
ORD_02564,10-03-2024,14-03-2024,SKU_0039,40,B,PCK_018,72,14403.40,1,Low
ORD_02565,09-06-2024,10-06-2024,SKU_0257,39,D,PCK_010,34,23881.48,1,Low
ORD_02566,05-05-2024,09-05-2024,SKU_0030,8,A,PCK_018,90,7797.26,1,Low
ORD_02567,27-04-2024,01-05-2024,SKU_0242,42,A,PCK_009,27,6460.90,1,High
ORD_02568,15-02-2024,17-02-2024,SKU_0174,12,C,PCK_014,100,20372.10,1,High
ORD_02569,20-04-2024,24-04-2024,SKU_0172,4,B,PCK_002,64,3767.12,1,High
ORD_02570,07-02-2024,10-02-2024,SKU_0281,7,A,PCK_011,59,4560.85,1,High
ORD_02571,11-06-2024,12-06-2024,SKU_0253,46,A,PCK_003,71,20902.99,1,Medium
ORD_02572,28-03-2024,01-04-2024,SKU_0037,47,A,PCK_014,58,3346.43,1,Low
ORD_02573,11-03-2024,13-03-2024,SKU_0246,25,C,PCK_005,114,3838.17,0,Low
ORD_02574,09-05-2024,11-05-2024,SKU_0022,36,A,PCK_004,87,7485.76,1,Medium
ORD_02575,29-01-2024,02-02-2024,SKU_0260,1,C,PCK_008,88,23765.25,1,Medium
ORD_02576,22-02-2024,24-02-2024,SKU_0245,24,B,PCK_010,29,7062.20,1,High
ORD_02577,21-02-2024,24-02-2024,SKU_0029,33,B,PCK_001,101,11665.53,1,Low
ORD_02578,31-05-2024,04-06-2024,SKU_0195,23,D,PCK_001,18,21382.95,1,High
ORD_02579,24-03-2024,25-03-2024,SKU_0199,24,B,PCK_013,98,5643.33,1,Medium
ORD_02580,04-02-2024,05-02-2024,SKU_0219,27,B,PCK_018,26,10151.63,1,High
ORD_02581,20-06-2024,24-06-2024,SKU_0225,29,C,PCK_004,115,13402.74,1,Medium
ORD_02582,04-01-2024,08-01-2024,SKU_0100,48,D,PCK_011,79,20881.26,1,High
ORD_02583,04-06-2024,06-06-2024,SKU_0122,10,A,PCK_008,95,15351.74,1,Low
ORD_02584,19-05-2024,20-05-2024,SKU_0006,26,D,PCK_008,89,18935.59,1,Low
ORD_02585,10-05-2024,13-05-2024,SKU_0275,17,A,PCK_019,119,8807.65,1,High
ORD_02586,01-06-2024,02-06-2024,SKU_0128,45,A,PCK_002,94,24432.44,1,High
ORD_02587,01-02-2024,02-02-2024,SKU_0065,6,B,PCK_015,80,14895.26,1,Medium
ORD_02588,22-04-2024,26-04-2024,SKU_0023,5,C,PCK_011,68,12075.32,1,Low
ORD_02589,30-01-2024,02-02-2024,SKU_0126,6,B,PCK_010,85,5741.38,1,Low
ORD_02590,08-04-2024,12-04-2024,SKU_0204,44,A,PCK_016,70,4521.62,1,Low
ORD_02591,14-01-2024,16-01-2024,SKU_0040,3,C,PCK_003,104,12808.87,1,Low
ORD_02592,05-02-2024,06-02-2024,SKU_0106,46,C,PCK_016,84,16898.61,1,High
ORD_02593,02-04-2024,03-04-2024,SKU_0228,29,C,PCK_010,68,21638.32,1,Low
ORD_02594,02-06-2024,06-06-2024,SKU_0150,11,C,PCK_008,70,20573.68,1,Medium
ORD_02595,29-06-2024,30-06-2024,SKU_0278,39,A,PCK_017,115,16950.72,1,High
ORD_02596,03-03-2024,04-03-2024,SKU_0178,6,D,PCK_014,14,16297.44,1,Medium
ORD_02597,05-01-2024,07-01-2024,SKU_0041,34,B,PCK_007,20,15082.40,1,Low
ORD_02598,19-04-2024,23-04-2024,SKU_0119,2,B,PCK_010,117,19521.59,1,High
ORD_02599,05-01-2024,07-01-2024,SKU_0191,35,A,PCK_005,20,9231.37,1,High
ORD_02600,09-01-2024,12-01-2024,SKU_0226,35,A,PCK_015,95,14644.87,1,High
ORD_02601,27-06-2024,01-07-2024,SKU_0256,34,C,PCK_002,81,11028.76,1,Medium
ORD_02602,18-03-2024,22-03-2024,SKU_0197,9,A,PCK_010,60,3115.53,1,High
ORD_02603,29-03-2024,30-03-2024,SKU_0143,45,D,PCK_020,111,1127.99,0,Medium
ORD_02604,13-05-2024,15-05-2024,SKU_0010,15,D,PCK_013,28,5391.39,1,Medium
ORD_02605,03-03-2024,07-03-2024,SKU_0023,47,B,PCK_008,55,24177.03,1,Medium
ORD_02606,19-06-2024,20-06-2024,SKU_0095,8,A,PCK_014,15,19413.13,0,Low
ORD_02607,09-02-2024,13-02-2024,SKU_0157,5,C,PCK_002,10,21781.39,1,High
ORD_02608,15-06-2024,19-06-2024,SKU_0173,2,B,PCK_009,29,14891.67,0,High
ORD_02609,04-02-2024,06-02-2024,SKU_0175,14,D,PCK_020,40,12584.47,1,Medium
ORD_02610,06-03-2024,07-03-2024,SKU_0030,11,D,PCK_004,113,7374.46,1,Low
ORD_02611,13-06-2024,17-06-2024,SKU_0148,22,D,PCK_018,105,20444.64,0,Medium
ORD_02612,30-05-2024,03-06-2024,SKU_0294,17,C,PCK_019,26,3149.58,1,High
ORD_02613,10-01-2024,13-01-2024,SKU_0196,32,B,PCK_015,91,5523.85,1,High
ORD_02614,22-06-2024,24-06-2024,SKU_0008,16,C,PCK_009,89,2113.13,0,High
ORD_02615,04-01-2024,08-01-2024,SKU_0128,5,C,PCK_018,16,18736.25,1,Medium
ORD_02616,22-05-2024,23-05-2024,SKU_0293,6,A,PCK_013,92,13822.18,0,Low
ORD_02617,20-03-2024,23-03-2024,SKU_0141,35,C,PCK_012,118,11178.09,1,Low
ORD_02618,19-06-2024,23-06-2024,SKU_0129,44,A,PCK_020,89,13084.49,1,High
ORD_02619,05-03-2024,06-03-2024,SKU_0158,45,C,PCK_019,77,20571.15,1,Medium
ORD_02620,14-05-2024,17-05-2024,SKU_0092,48,D,PCK_015,39,9339.32,1,High
ORD_02621,15-06-2024,16-06-2024,SKU_0226,18,D,PCK_001,114,12618.14,1,High
ORD_02622,06-01-2024,09-01-2024,SKU_0184,41,B,PCK_016,66,13102.39,1,Medium
ORD_02623,28-02-2024,03-03-2024,SKU_0030,4,A,PCK_019,61,12621.55,1,Medium
ORD_02624,12-03-2024,15-03-2024,SKU_0283,37,A,PCK_011,117,10655.76,1,Medium
ORD_02625,22-02-2024,25-02-2024,SKU_0093,8,C,PCK_009,64,11123.35,1,Medium
ORD_02626,16-01-2024,19-01-2024,SKU_0254,18,B,PCK_005,91,2379.82,1,Low
ORD_02627,10-04-2024,14-04-2024,SKU_0090,16,A,PCK_005,59,7235.25,0,High
ORD_02628,04-06-2024,06-06-2024,SKU_0059,48,B,PCK_002,39,746.80,1,Low
ORD_02629,07-06-2024,09-06-2024,SKU_0260,42,C,PCK_015,58,20944.61,1,High
ORD_02630,25-02-2024,28-02-2024,SKU_0284,20,A,PCK_008,108,6771.53,1,Low
ORD_02631,14-06-2024,18-06-2024,SKU_0133,32,A,PCK_009,17,19491.08,0,Low
ORD_02632,16-02-2024,17-02-2024,SKU_0181,48,A,PCK_018,11,14990.04,1,Low
ORD_02633,26-01-2024,27-01-2024,SKU_0121,46,A,PCK_012,41,15746.73,1,High
ORD_02634,04-01-2024,06-01-2024,SKU_0260,2,A,PCK_015,96,22838.45,1,Low
ORD_02635,05-06-2024,08-06-2024,SKU_0040,15,B,PCK_008,59,23263.35,0,Medium
ORD_02636,27-05-2024,31-05-2024,SKU_0293,32,D,PCK_012,40,6883.62,1,High
ORD_02637,29-04-2024,30-04-2024,SKU_0219,28,B,PCK_010,101,21935.87,0,High
ORD_02638,30-04-2024,02-05-2024,SKU_0168,34,C,PCK_020,78,10489.64,0,Medium
ORD_02639,03-04-2024,04-04-2024,SKU_0209,20,D,PCK_012,27,13329.97,0,Medium
ORD_02640,26-04-2024,28-04-2024,SKU_0016,32,C,PCK_006,84,9781.82,1,High
ORD_02641,21-04-2024,24-04-2024,SKU_0149,22,A,PCK_005,47,18181.37,1,High
ORD_02642,23-02-2024,26-02-2024,SKU_0109,24,C,PCK_011,31,6542.13,0,High
ORD_02643,20-04-2024,23-04-2024,SKU_0194,28,A,PCK_019,119,18548.09,1,Low
ORD_02644,31-01-2024,02-02-2024,SKU_0077,21,A,PCK_013,45,19089.95,0,High
ORD_02645,13-06-2024,15-06-2024,SKU_0115,40,D,PCK_019,70,7847.20,0,Low
ORD_02646,21-05-2024,24-05-2024,SKU_0063,25,A,PCK_017,40,14498.42,1,Low
ORD_02647,04-04-2024,07-04-2024,SKU_0242,9,D,PCK_017,14,15558.75,1,Medium
ORD_02648,12-03-2024,15-03-2024,SKU_0138,47,C,PCK_007,114,9306.40,1,High
ORD_02649,03-03-2024,06-03-2024,SKU_0169,19,C,PCK_008,46,22323.27,0,High
ORD_02650,04-01-2024,06-01-2024,SKU_0234,31,A,PCK_011,90,12896.16,1,Low
ORD_02651,08-04-2024,11-04-2024,SKU_0124,3,D,PCK_015,19,21807.41,0,Medium
ORD_02652,14-02-2024,18-02-2024,SKU_0041,22,A,PCK_012,116,6396.48,0,Medium
ORD_02653,08-03-2024,11-03-2024,SKU_0248,29,B,PCK_020,88,21936.94,0,Medium
ORD_02654,13-05-2024,14-05-2024,SKU_0215,23,B,PCK_008,19,23848.90,1,Low
ORD_02655,20-06-2024,21-06-2024,SKU_0126,4,B,PCK_014,76,1332.30,1,Low
ORD_02656,14-01-2024,15-01-2024,SKU_0134,19,C,PCK_010,66,20862.62,1,Medium
ORD_02657,11-04-2024,14-04-2024,SKU_0061,26,D,PCK_003,74,883.97,1,Medium
ORD_02658,23-06-2024,24-06-2024,SKU_0259,22,D,PCK_005,31,23657.15,1,Low
ORD_02659,17-02-2024,21-02-2024,SKU_0102,38,D,PCK_006,53,2190.19,1,High
ORD_02660,23-03-2024,27-03-2024,SKU_0086,41,D,PCK_004,61,23145.75,1,Medium
ORD_02661,11-05-2024,12-05-2024,SKU_0284,1,A,PCK_016,50,1486.81,1,High
ORD_02662,17-02-2024,21-02-2024,SKU_0018,45,A,PCK_014,41,19303.65,1,Low
ORD_02663,05-02-2024,06-02-2024,SKU_0086,10,B,PCK_003,42,20156.08,1,Low
ORD_02664,14-02-2024,17-02-2024,SKU_0272,34,D,PCK_013,106,6687.75,1,Medium
ORD_02665,17-02-2024,20-02-2024,SKU_0066,38,B,PCK_013,104,2679.90,1,Low
ORD_02666,06-04-2024,07-04-2024,SKU_0151,25,C,PCK_004,24,16454.21,1,Medium
ORD_02667,10-04-2024,12-04-2024,SKU_0056,32,A,PCK_002,111,13542.52,1,Low
ORD_02668,23-02-2024,26-02-2024,SKU_0182,34,D,PCK_015,53,24106.97,1,Low
ORD_02669,14-01-2024,16-01-2024,SKU_0231,9,C,PCK_014,29,10501.43,1,Medium
ORD_02670,15-06-2024,18-06-2024,SKU_0069,35,A,PCK_006,86,1998.71,1,High
ORD_02671,10-05-2024,14-05-2024,SKU_0004,23,C,PCK_019,55,15641.92,1,Low
ORD_02672,20-01-2024,23-01-2024,SKU_0233,28,C,PCK_013,113,14220.10,1,Medium
ORD_02673,25-03-2024,28-03-2024,SKU_0091,14,C,PCK_017,118,19966.53,1,High
ORD_02674,18-05-2024,21-05-2024,SKU_0119,46,D,PCK_010,76,8205.68,1,Medium
ORD_02675,28-02-2024,02-03-2024,SKU_0025,14,D,PCK_019,71,24738.67,1,Medium
ORD_02676,08-03-2024,10-03-2024,SKU_0166,31,C,PCK_013,33,9149.09,1,High
ORD_02677,06-06-2024,07-06-2024,SKU_0074,3,B,PCK_002,88,19838.67,1,Medium
ORD_02678,25-01-2024,29-01-2024,SKU_0266,10,C,PCK_009,106,16219.69,0,High
ORD_02679,06-01-2024,07-01-2024,SKU_0178,44,B,PCK_010,76,10873.92,0,High
ORD_02680,25-06-2024,26-06-2024,SKU_0148,32,D,PCK_009,53,13455.73,0,Medium
ORD_02681,03-05-2024,04-05-2024,SKU_0115,21,C,PCK_006,109,5517.64,1,Medium
ORD_02682,17-05-2024,20-05-2024,SKU_0055,6,C,PCK_008,30,18200.30,1,High
ORD_02683,17-02-2024,19-02-2024,SKU_0050,1,B,PCK_007,85,12954.51,1,High
ORD_02684,30-01-2024,02-02-2024,SKU_0021,6,B,PCK_018,65,8437.41,1,High
ORD_02685,10-01-2024,11-01-2024,SKU_0251,31,C,PCK_001,29,8093.28,1,High
ORD_02686,09-05-2024,11-05-2024,SKU_0145,6,D,PCK_019,105,19759.47,0,Low
ORD_02687,31-01-2024,04-02-2024,SKU_0228,32,B,PCK_017,39,2565.16,1,Medium
ORD_02688,10-03-2024,14-03-2024,SKU_0152,31,A,PCK_004,114,848.59,0,Medium
ORD_02689,23-02-2024,27-02-2024,SKU_0222,44,C,PCK_016,30,15432.88,1,High
ORD_02690,07-05-2024,11-05-2024,SKU_0071,5,A,PCK_009,28,15723.92,0,Medium
ORD_02691,12-03-2024,14-03-2024,SKU_0041,49,A,PCK_008,38,16736.70,1,Medium
ORD_02692,05-02-2024,08-02-2024,SKU_0081,3,C,PCK_017,96,22603.76,1,Medium
ORD_02693,23-02-2024,25-02-2024,SKU_0233,17,A,PCK_017,49,13581.94,1,Low
ORD_02694,23-04-2024,27-04-2024,SKU_0162,1,D,PCK_002,88,10712.81,1,High
ORD_02695,08-04-2024,10-04-2024,SKU_0267,42,B,PCK_011,85,14261.19,1,Low
ORD_02696,14-01-2024,17-01-2024,SKU_0019,9,B,PCK_001,104,24435.79,1,High
ORD_02697,28-01-2024,31-01-2024,SKU_0193,39,B,PCK_008,28,22683.98,1,Medium
ORD_02698,09-06-2024,13-06-2024,SKU_0241,47,D,PCK_005,17,24759.70,1,High
ORD_02699,15-04-2024,17-04-2024,SKU_0255,44,B,PCK_010,67,17299.72,1,High
ORD_02700,12-03-2024,13-03-2024,SKU_0046,28,B,PCK_017,13,15752.69,1,High
ORD_02701,27-03-2024,28-03-2024,SKU_0223,24,D,PCK_003,109,8513.74,0,Low
ORD_02702,24-05-2024,28-05-2024,SKU_0107,30,A,PCK_006,93,10045.84,1,Medium
ORD_02703,20-04-2024,22-04-2024,SKU_0135,6,D,PCK_020,91,698.07,1,Low
ORD_02704,07-06-2024,08-06-2024,SKU_0299,16,C,PCK_008,98,1107.83,0,Medium
ORD_02705,03-06-2024,07-06-2024,SKU_0272,23,C,PCK_006,21,1441.62,1,High
ORD_02706,22-04-2024,26-04-2024,SKU_0150,40,D,PCK_016,26,16864.38,0,Low
ORD_02707,15-05-2024,16-05-2024,SKU_0201,26,C,PCK_020,12,10965.36,1,Low
ORD_02708,01-05-2024,05-05-2024,SKU_0247,45,A,PCK_010,37,7143.18,1,High
ORD_02709,03-04-2024,04-04-2024,SKU_0058,32,D,PCK_010,111,16093.53,1,Medium
ORD_02710,19-05-2024,20-05-2024,SKU_0167,45,D,PCK_008,58,3209.37,1,High
ORD_02711,29-05-2024,01-06-2024,SKU_0091,22,C,PCK_015,110,11837.62,1,Low
ORD_02712,22-01-2024,24-01-2024,SKU_0059,5,D,PCK_012,108,6158.68,1,Low
ORD_02713,03-02-2024,07-02-2024,SKU_0066,38,D,PCK_016,92,5085.74,1,Low
ORD_02714,06-05-2024,09-05-2024,SKU_0211,6,A,PCK_008,30,9346.94,1,Medium
ORD_02715,04-01-2024,07-01-2024,SKU_0138,17,B,PCK_017,84,24585.47,0,Medium
ORD_02716,11-02-2024,14-02-2024,SKU_0032,1,C,PCK_018,80,23835.06,1,Medium
ORD_02717,29-01-2024,30-01-2024,SKU_0163,8,D,PCK_014,17,1334.09,1,Medium
ORD_02718,07-06-2024,10-06-2024,SKU_0218,15,C,PCK_013,117,11239.15,1,High
ORD_02719,13-06-2024,16-06-2024,SKU_0138,37,B,PCK_016,53,8434.35,0,Medium
ORD_02720,29-03-2024,01-04-2024,SKU_0024,16,D,PCK_010,39,4172.41,1,Medium
ORD_02721,29-04-2024,30-04-2024,SKU_0114,35,B,PCK_019,36,11188.75,1,Low
ORD_02722,29-01-2024,01-02-2024,SKU_0106,46,C,PCK_004,108,19153.07,1,High
ORD_02723,10-02-2024,14-02-2024,SKU_0277,40,A,PCK_001,55,22368.72,1,Medium
ORD_02724,10-05-2024,13-05-2024,SKU_0047,15,C,PCK_011,67,15570.60,1,Low
ORD_02725,30-03-2024,31-03-2024,SKU_0033,40,B,PCK_002,31,8289.51,1,Medium
ORD_02726,28-06-2024,01-07-2024,SKU_0275,41,B,PCK_007,91,6723.87,1,Low
ORD_02727,24-02-2024,25-02-2024,SKU_0203,2,C,PCK_008,16,10549.01,1,High
ORD_02728,25-02-2024,29-02-2024,SKU_0192,14,D,PCK_011,41,13937.85,1,High
ORD_02729,25-05-2024,26-05-2024,SKU_0284,46,A,PCK_008,115,3986.01,1,High
ORD_02730,02-02-2024,06-02-2024,SKU_0011,16,A,PCK_017,41,12967.47,1,Low
ORD_02731,04-03-2024,08-03-2024,SKU_0204,35,A,PCK_016,36,21038.21,1,High
ORD_02732,20-04-2024,23-04-2024,SKU_0145,17,A,PCK_010,24,9226.37,1,High
ORD_02733,30-03-2024,31-03-2024,SKU_0127,41,C,PCK_002,40,17269.64,0,Low
ORD_02734,26-05-2024,29-05-2024,SKU_0064,3,D,PCK_013,43,11343.43,1,High
ORD_02735,18-04-2024,20-04-2024,SKU_0139,1,A,PCK_003,87,20746.77,1,High
ORD_02736,22-06-2024,26-06-2024,SKU_0259,17,A,PCK_014,38,18379.43,1,High
ORD_02737,14-03-2024,18-03-2024,SKU_0278,18,B,PCK_020,99,4361.48,0,High
ORD_02738,09-01-2024,13-01-2024,SKU_0201,40,C,PCK_007,36,10264.32,1,Medium
ORD_02739,08-01-2024,12-01-2024,SKU_0218,1,A,PCK_017,25,20119.19,1,Medium
ORD_02740,14-03-2024,16-03-2024,SKU_0141,37,B,PCK_015,21,21140.71,1,High
ORD_02741,20-06-2024,24-06-2024,SKU_0136,27,D,PCK_019,58,7209.86,1,Medium
ORD_02742,06-01-2024,09-01-2024,SKU_0150,31,A,PCK_014,69,3208.26,0,High
ORD_02743,05-06-2024,07-06-2024,SKU_0209,42,C,PCK_018,81,1410.93,1,Medium
ORD_02744,09-02-2024,11-02-2024,SKU_0146,35,B,PCK_018,116,18935.56,1,Medium
ORD_02745,15-02-2024,17-02-2024,SKU_0009,49,D,PCK_016,42,24543.74,0,Medium
ORD_02746,16-04-2024,20-04-2024,SKU_0280,42,D,PCK_004,59,6425.40,1,High
ORD_02747,26-02-2024,01-03-2024,SKU_0296,14,D,PCK_001,101,7180.59,1,High
ORD_02748,05-02-2024,09-02-2024,SKU_0229,44,D,PCK_012,38,6081.12,1,Low
ORD_02749,12-01-2024,13-01-2024,SKU_0056,22,C,PCK_010,68,9824.39,1,High
ORD_02750,15-02-2024,16-02-2024,SKU_0043,36,B,PCK_004,62,12295.17,1,High
ORD_02751,18-01-2024,21-01-2024,SKU_0251,19,B,PCK_019,40,10468.54,1,High
ORD_02752,27-01-2024,30-01-2024,SKU_0073,22,D,PCK_013,83,24769.58,1,Low
ORD_02753,14-02-2024,17-02-2024,SKU_0291,23,A,PCK_008,96,18459.09,1,Medium
ORD_02754,23-03-2024,27-03-2024,SKU_0130,8,C,PCK_014,118,4108.21,0,Low
ORD_02755,02-06-2024,05-06-2024,SKU_0173,37,A,PCK_005,79,21069.38,1,Medium
ORD_02756,07-04-2024,09-04-2024,SKU_0290,41,D,PCK_020,112,22304.11,1,High
ORD_02757,05-05-2024,07-05-2024,SKU_0138,24,D,PCK_007,71,10709.36,1,Low
ORD_02758,21-02-2024,22-02-2024,SKU_0256,27,B,PCK_011,74,2652.73,0,Medium
ORD_02759,25-05-2024,28-05-2024,SKU_0237,21,A,PCK_016,116,19067.52,1,High
ORD_02760,12-01-2024,14-01-2024,SKU_0218,6,D,PCK_003,94,6791.93,1,High
ORD_02761,08-02-2024,09-02-2024,SKU_0007,4,A,PCK_006,49,14939.72,1,High
ORD_02762,15-04-2024,19-04-2024,SKU_0102,41,A,PCK_015,71,8584.25,0,High
ORD_02763,04-04-2024,05-04-2024,SKU_0218,15,B,PCK_016,91,20528.71,1,Low
ORD_02764,20-05-2024,24-05-2024,SKU_0269,27,B,PCK_016,57,22567.78,1,Low
ORD_02765,07-04-2024,09-04-2024,SKU_0281,17,D,PCK_014,14,24014.49,1,High
ORD_02766,06-06-2024,09-06-2024,SKU_0152,25,D,PCK_004,33,22452.69,1,Medium
ORD_02767,24-05-2024,25-05-2024,SKU_0139,10,C,PCK_017,88,20745.90,1,Low
ORD_02768,09-03-2024,10-03-2024,SKU_0191,40,B,PCK_019,48,10287.91,1,High
ORD_02769,22-03-2024,26-03-2024,SKU_0149,44,B,PCK_017,73,6148.49,0,Low
ORD_02770,09-02-2024,10-02-2024,SKU_0191,28,C,PCK_017,104,6323.62,1,Medium
ORD_02771,17-01-2024,18-01-2024,SKU_0237,31,C,PCK_007,41,7343.29,1,Low
ORD_02772,06-04-2024,07-04-2024,SKU_0070,16,D,PCK_006,96,17316.12,1,High
ORD_02773,03-03-2024,05-03-2024,SKU_0163,28,B,PCK_014,84,20833.96,0,High
ORD_02774,12-02-2024,16-02-2024,SKU_0241,45,A,PCK_003,88,17722.66,0,Medium
ORD_02775,23-02-2024,25-02-2024,SKU_0097,17,A,PCK_007,37,14589.62,1,Low
ORD_02776,19-01-2024,22-01-2024,SKU_0235,11,A,PCK_011,101,14162.24,1,High
ORD_02777,05-01-2024,08-01-2024,SKU_0240,27,B,PCK_020,13,17052.20,1,High
ORD_02778,28-03-2024,01-04-2024,SKU_0180,29,B,PCK_018,54,12322.19,1,Medium
ORD_02779,17-01-2024,18-01-2024,SKU_0008,10,C,PCK_007,59,19780.44,1,Medium
ORD_02780,21-01-2024,22-01-2024,SKU_0219,18,C,PCK_019,39,12497.78,1,Medium
